2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00,1.018181818181818166e+01,3.359299085312860811e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,1.689090909090909065e+02,3.195220741346119109e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00,3.864545454545454390e+02,3.020375034981889417e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,9.000000000000000000e+00,5.935454545454545041e+02,2.950229384653575426e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+01,7.594545454545454959e+02,2.875978914160062239e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.100000000000000000e+01,8.769090909090908781e+02,2.917942253032909328e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.200000000000000000e+01,9.256363636363636260e+02,3.037231401921719698e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.300000000000000000e+01,8.965454545454545041e+02,3.199449669224665005e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.400000000000000000e+01,8.109090909090908781e+02,3.347886865802812029e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.500000000000000000e+01,6.604545454545454959e+02,3.489876053561633995e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.600000000000000000e+01,4.666363636363636260e+02,3.634863094824030139e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.700000000000000000e+01,2.461818181818181870e+02,3.760161963373679583e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.800000000000000000e+01,5.145454545454545325e+01,3.780471303276022876e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,1.900000000000000000e+01,0.000000000000000000e+00,3.968180504673084918e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,4.322085423871115495e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,2.100000000000000000e+01,0.000000000000000000e+00,4.632851622345492970e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,2.200000000000000000e+01,0.000000000000000000e+00,4.836389259842385435e+00
2.005000000000000000e+03,5.000000000000000000e+00,2.000000000000000000e+00,2.300000000000000000e+01,0.000000000000000000e+00,4.905744595933304808e+00
