2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,6.000000000000000000e+00,0.000000000000000000e+00,3.088441653695101596e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,7.000000000000000000e+00,0.000000000000000000e+00,2.970548575536726243e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,8.000000000000000000e+00,1.405454545454545325e+02,2.496480367437072800e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,9.000000000000000000e+00,3.379090909090909349e+02,2.155675947702977879e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.000000000000000000e+01,5.080909090909090651e+02,2.339975359773333263e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.100000000000000000e+01,6.480909090909091219e+02,2.466334291517912725e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.200000000000000000e+01,7.023636363636363740e+02,2.502430959184026804e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.300000000000000000e+01,7.019090909090908781e+02,2.589158632574911856e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.400000000000000000e+01,5.723636363636363740e+02,2.658599560890230862e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.500000000000000000e+01,4.819090909090909349e+02,2.730325937284678872e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.600000000000000000e+01,3.000000000000000000e+02,2.807999415866687887e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.700000000000000000e+01,8.645454545454545325e+01,3.041971520905756510e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.800000000000000000e+01,0.000000000000000000e+00,3.393395640629261134e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,1.900000000000000000e+01,0.000000000000000000e+00,3.593931371541903452e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,3.680335716766057974e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,3.701702334658680371e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,2.200000000000000000e+01,0.000000000000000000e+00,3.671265948890292119e+00
2.005000000000000000e+03,1.000000000000000000e+00,1.300000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00,3.596679384048328654e+00
