Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DHI Perez Units,DNI Units,DNI Perez Units,GHI Units,GHI Perez Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
SUNY,13719,-,-,India,23.95,71.15,5.5,0,5.5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,unknown
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed,Fill Flag
2012,9,17,22,30,0,0,0,0,0,0,25,27.109047714651012,1002.4848022460938,90.7770110320979,139.25018390178104,4.132463145679501,0.0,238.55746459960938,3.245828151702881,0
2012,9,17,23,30,0,0,0,0,0,0,25,26.576125734386153,1002.3603515625,93.74746144195977,149.10929285882332,4.109549092906552,0.0,241.24574279785156,3.252793312072754,0
2012,9,18,0,30,0,0,0,0,0,0,25,26.063194229000885,1002.3382568359375,96.27333933541058,154.06697736589047,4.085567570348052,0.0,242.0703582763672,3.1313936710357666,0
2012,9,18,1,30,0,0,0,0,0,0,25,25.691928521429702,1002.2835693359375,97.56556754828213,151.43085068929983,4.0493667096343495,0.0,242.1909637451172,3.0463526248931885,0
2012,9,18,2,30,0,0,0,0,0,0,24,25.347304835693308,1002.1630859375,97.93294672991662,142.78724304841722,3.9800803086880507,0.0,243.4690704345703,3.047259569168091,0
2012,9,18,3,30,0,0,0,0,0,0,24,24.88933221013326,1002.3448486328125,98.5182159928945,131.25085655171682,3.919425522208596,0.0,245.81317138671875,3.0799102783203125,0
2012,9,18,4,30,0,0,0,0,0,0,24,24.665601808541794,1002.5939331054688,97.81772406621167,118.45551819421075,3.8176062488741227,0.0,247.526123046875,3.0290932655334473,0
2012,9,18,5,30,0,0,0,0,0,0,24,24.611937550146536,1003.0178833007812,96.73374357496898,105.08367564929154,3.710010220064415,0.0,248.40740966796875,2.8319427967071533,0
2012,9,18,6,30,0,0,0,0,0,0,23,24.446207993595294,1003.6096801757812,97.29543047526623,91.45362312373948,3.619512534130368,0.0,247.6923828125,2.5708863735198975,0
2012,9,18,7,30,90,150,122,87,205,130,24,25.12354785796839,1004.4342041015625,95.2904079471023,77.75459885237863,3.5435730550441846,0.0,244.26507568359375,2.283574104309082,0
2012,9,18,8,30,155,421,339,156,448,351,24,26.550436179154474,1004.835205078125,87.52783827252138,64.15465352651665,3.4865387610951233,0.0,241.2611846923828,2.356781244277954,0
2012,9,18,9,30,196,585,565,196,585,565,24,28.93162249463802,1005.4244995117188,79.08943479874124,50.88218720091886,3.481352996728135,0.0,233.95416259765625,2.1004207134246826,0
2012,9,18,10,30,229,645,735,221,663,741,24,30.479821478944245,1005.1350708007812,71.39866085805444,38.39807316508509,3.502755536548454,0.0,223.372802734375,1.8589980602264404,0
2012,9,18,11,30,322,487,753,235,705,858,24,31.603434105920257,1004.7090454101562,66.65577795197628,27.882549057556965,3.527902799151096,0.0,215.07781982421875,1.8050161600112915,0
2012,9,18,12,30,273,665,888,240,720,907,24,32.252479473547,1003.6658325195312,63.668954734796344,22.38316411397838,3.5503811253191504,0.0,213.5232391357422,1.8500516414642334,0
2012,9,18,13,30,295,556,798,237,712,881,24,32.38794918027372,1002.5567626953125,62.17975907218908,25.4211835840552,3.5705207810753765,0.0,217.34298706054688,1.9058623313903809,0
2012,9,18,14,30,235,624,748,226,679,784,23,32.1463514632959,1001.5856323242188,61.78146942870889,34.823004563602154,3.582440444309283,0.0,223.95350646972656,1.8850231170654297,0
2012,9,18,15,30,258,451,567,205,614,625,23,31.5692849817558,1001.2283325195312,62.21188092802075,46.88319787766859,3.544270467211982,0.0,232.1262969970703,1.8264241218566895,0
2012,9,18,16,30,190,366,374,170,499,420,23,30.60027675912255,1001.3275756835938,64.33675510350616,59.98395549102836,3.512940941712963,0.0,239.03665161132812,1.7647855281829834,0
2012,9,18,17,30,118,236,185,113,295,197,23,29.506748869999512,1001.5681762695312,68.93020951762156,73.52055522744651,3.500592067371305,0.0,242.53221130371094,1.6548737287521362,0
2012,9,18,18,30,3,0,3,13,10,13,23,28.417194486517587,1002.2723388671875,73.0027915195269,87.21684441087946,3.5161590306019046,0.0,242.29859924316406,1.4981797933578491,0
2012,9,18,19,30,0,0,0,0,0,0,23,27.97006190359599,1003.0977172851562,74.92880416026773,100.90455231795417,3.564939350329663,0.0,237.548095703125,1.3445430994033813,0
2012,9,18,20,30,0,0,0,0,0,0,22,27.516119063255132,1003.420654296875,76.09305889197418,114.40670809109946,3.631301509037553,0.0,227.59466552734375,1.322394609451294,0
2012,9,18,21,30,0,0,0,0,0,0,22,27.01629221968608,1003.8128051757812,77.62813046727666,127.46866720900547,3.671000666112243,0.0,220.64187622070312,1.42832612991333,0
2012,9,18,22,30,0,0,0,0,0,0,22,26.492126606913246,1003.7635498046875,79.55943736310306,139.5724512386202,3.694841815599358,0.0,218.4464569091797,1.596725344657898,0
2012,9,18,23,30,0,0,0,0,0,0,22,25.995635776134236,1003.529296875,81.68455486702689,149.48434893966044,3.717339959969207,0.0,219.59210205078125,1.7478569746017456,0
2012,9,19,0,30,0,0,0,0,0,0,22,25.460416489679858,1003.310546875,84.37766965998595,154.46072174266226,3.741073909566729,0.0,224.460693359375,1.8425880670547485,0
2012,9,19,1,30,0,0,0,0,0,0,22,24.998595362901824,1002.9389038085938,86.92018483891128,151.74507788634148,3.754292703208824,0.0,231.80050659179688,1.9033620357513428,0
2012,9,19,2,30,0,0,0,0,0,0,22,24.541647804112756,1002.6331176757812,89.52510036695816,143.00038995988868,3.7743558411533487,0.0,241.1999969482422,1.9947007894515991,0
2012,9,19,3,30,0,0,0,0,0,0,22,24.126785536681325,1002.701171875,92.01112993821847,131.39686245137565,3.8395768196725713,0.0,249.4414520263672,2.1069836616516113,0
2012,9,19,4,30,0,0,0,0,0,0,22,23.79853709137734,1003.0477294921875,94.26324523423054,118.56247878694495,3.925550732318039,0.0,255.63519287109375,2.176968574523926,0
2012,9,19,5,30,0,0,0,0,0,0,22,23.50354303332358,1003.2466430664062,96.36032864081922,105.16933616887081,4.017557555755996,0.0,260.30389404296875,2.2220191955566406,0
2012,9,19,6,30,0,0,0,0,0,0,23,23.709721518390893,1004.0846557617188,96.07278221314264,91.5301794209106,4.110262873946131,0.0,262.74200439453125,2.1836957931518555,0
2012,9,19,7,30,90,147,121,85,199,128,24,25.310349297498306,1004.6593627929688,92.52715032149395,77.83227764446984,4.208780388481498,0.0,261.4747314453125,1.8925145864486694,0
2012,9,19,8,30,159,398,332,154,439,345,24,28.06626241068801,1005.3851928710938,80.03234296199118,64.24453484215063,4.316456262766113,0.0,259.26739501953125,1.8130061626434326,0
2012,9,19,9,30,194,576,556,194,576,556,24,30.078342710259903,1005.4274291992188,72.79943817843173,50.99959878087178,4.4084028978632075,0.0,252.1848907470703,1.3297063112258911,0
2012,9,19,10,30,219,653,730,219,653,730,25,31.166053790208593,1005.1680908203125,70.1808875281308,38.56835639358951,4.452111580822108,0.0,237.97320556640625,1.0674997568130493,0
2012,9,19,11,30,233,695,846,233,695,846,25,32.04296196335878,1004.6622924804688,67.63001836392709,28.147160586637867,4.460491255739674,0.0,233.12461853027344,1.028310775756836,0
2012,9,19,12,30,238,710,893,238,710,893,25,32.66734219115352,1003.737548828125,65.61982331415169,22.760607113312233,4.4616179064498915,0.0,243.79998779296875,0.9889667630195618,0
2012,9,19,13,30,235,702,868,235,702,868,25,32.871255712775906,1002.7111206054688,64.07878874551162,25.805915376424693,4.484236127455743,0.0,261.1117858886719,0.9543027877807617,0
2012,9,19,14,30,224,668,771,224,668,771,24,32.570672178648124,1001.96044921875,64.17260444514064,35.14937740650203,4.548647968621161,0.0,276.5085144042969,0.9381855130195618,0
2012,9,19,15,30,202,602,612,202,602,612,24,31.850603612388397,1001.8912963867188,65.39183978009443,47.1646156979787,4.644167644853474,0.0,289.5853271484375,0.8926264047622681,0
2012,9,19,16,30,167,486,409,167,486,409,24,30.84185439019774,1002.1699829101562,67.34112594565677,60.23921781659962,4.76556774682819,0.0,301.0345764160156,0.8052241206169128,0
2012,9,19,17,30,107,281,186,110,282,189,24,29.87228223058429,1002.7152709960938,73.49498270388669,73.76267782302038,4.879631127697984,0.0,303.59014892578125,0.7200301885604858,0
2012,9,19,18,30,3,0,3,11,7,11,26,28.460267402579802,1003.145263671875,88.97811862339093,87.45517123388065,4.945054658199118,0.0,291.6889343261719,0.5549330115318298,0
2012,9,19,19,30,0,0,0,0,0,0,25,27.836844800785627,1003.8611450195312,85.93158144762857,101.14752208568997,4.970286520228661,0.0,259.34002685546875,0.5105865597724915,0
2012,9,19,20,30,0,0,0,0,0,0,25,27.875620303223286,1004.1857299804688,89.20967310888824,114.66306307858302,4.95856782369054,0.0,224.48550415039062,0.7515217661857605,0
2012,9,19,21,30,0,0,0,0,0,0,24,27.02182030834041,1004.37255859375,87.66835063778097,127.7498150817045,4.953396470229828,0.0,212.2930908203125,1.122238278388977,0
2012,9,19,22,30,0,0,0,0,0,0,23,27.213948802891707,1004.306396484375,77.84318760224814,139.8938762840195,4.941394135030309,0.0,213.1353759765625,1.5551179647445679,0
2012,9,19,23,30,0,0,0,0,0,0,23,26.905686613280636,1004.1198120117188,79.8553058803874,149.8592947461118,4.938762835014089,0.0,217.408203125,1.840100646018982,0
2012,9,20,0,30,0,0,0,0,0,0,23,26.450789592451315,1003.538330078125,82.9049962569221,154.8549150150693,4.966527216075183,0.0,223.8116455078125,2.0034501552581787,0
2012,9,20,1,30,0,0,0,0,0,0,23,25.994739566316866,1003.2853393554688,84.32971986345035,152.05793948763835,5.027864719000212,0.0,230.59512329101562,2.0633625984191895,0
2012,9,20,2,30,0,0,0,0,0,0,23,25.517456901283822,1002.9637451171875,86.18491485372182,143.21142453492567,5.117131122707972,0.0,236.94955444335938,2.0967135429382324,0
2012,9,20,3,30,0,0,0,0,0,0,23,25.115575224057864,1002.8187255859375,88.16085840529634,131.54120661017157,5.152086635825827,0.0,243.36004638671875,2.0911872386932373,0
2012,9,20,4,30,0,0,0,0,0,0,23,24.696705028722363,1003.0446166992188,90.63478856061505,118.66845322090487,5.157356440982175,0.0,248.4281768798828,2.0460312366485596,0
2012,9,20,5,30,0,0,0,0,0,0,23,24.333685287729907,1003.6033325195312,92.89548238956142,105.25467117249039,5.146496194228693,0.0,251.2040557861328,1.9781153202056885,0
2012,9,20,6,30,0,0,0,0,0,0,23,24.444807561290986,1004.3932495117188,94.61439245749766,91.60704594941792,5.132986563666689,0.0,251.63644409179688,1.8748937845230103,0
2012,9,20,7,30,88,144,119,84,194,125,24,26.037321491081627,1005.287109375,89.60378246358485,77.91091518587622,5.124351881002628,0.0,250.40245056152344,1.6810567378997803,0
2012,9,20,8,30,152,433,340,153,434,341,24,28.57665384425019,1005.9503173828125,78.92730231118162,64.3360798347054,5.1271639884371325,0.0,251.89877319335938,1.5520236492156982,0
2012,9,20,9,30,216,489,523,193,570,551,25,30.573405251224074,1006.1109008789062,72.65302128894696,51.119480251011815,5.145844519608808,0.0,247.19125366210938,1.3479703664779663,0
2012,9,20,10,30,218,648,723,218,648,723,25,31.746926166681988,1005.8880004882812,69.33203506314484,38.741940595930146,5.144072537946377,0.0,234.7365264892578,1.2964268922805786,0
2012,9,20,11,30,232,689,838,232,689,838,25,32.33235802504572,1005.2113037109375,67.23304593869335,28.415173076627596,5.136162708441876,0.0,228.5810546875,1.3730559349060059,0
2012,9,20,12,30,237,704,885,237,704,885,25,32.62549607254948,1004.2896728515625,65.61750419672701,23.139242086006803,5.160740078918402,0.0,229.77272033691406,1.431017518043518,0
2012,9,20,13,30,234,696,859,234,696,859,25,32.53245628854472,1003.4548950195312,65.11811839821505,26.191388230166282,5.1834338120046635,0.0,235.6405792236328,1.45100736618042,0
2012,9,20,14,30,250,578,721,222,663,763,24,32.07383594705237,1002.8478393554688,65.83266538894254,35.47722833889434,5.206249937181301,0.0,246.29721069335938,1.4841976165771484,0
2012,9,20,15,30,299,331,523,201,597,605,24,31.465726425895525,1002.3577880859375,66.93015124715791,47.4474121777923,5.2652527461315355,0.0,254.82565307617188,1.530367374420166,0
2012,9,20,16,30,166,480,403,166,480,403,24,30.733482720955408,1002.4805297851562,69.02207404169347,60.49545623997865,5.318348865429807,0.0,258.19378662109375,1.5467690229415894,0
2012,9,20,17,30,106,269,181,108,275,184,24,29.7830551202548,1002.9811401367188,72.61231602093211,74.00532514788156,5.359463467700838,0.0,254.36669921875,1.5879942178726196,0
2012,9,20,18,30,2,0,2,9,5,9,24,28.94450260739893,1003.2763671875,76.12685770809996,87.69357840029461,5.355080398630745,0.0,249.07313537597656,1.6948469877243042,0
2012,9,20,19,30,0,0,0,0,0,0,24,28.601245550014482,1003.7522583007812,78.00503254712383,101.39015777130689,5.342781516840802,0.0,243.06613159179688,1.8183543682098389,0
2012,9,20,20,30,0,0,0,0,0,0,24,28.154763785271314,1004.3262939453125,79.2667060466778,114.91869897639363,5.328064392385016,0.0,235.7233123779297,1.9960803985595703,0
2012,9,20,21,30,0,0,0,0,0,0,24,27.662749617833924,1004.6761474609375,81.14837387700607,128.02995095974617,5.283188873407136,0.0,230.419677734375,2.2452921867370605,0
2012,9,20,22,30,0,0,0,0,0,0,24,27.143567967069885,1004.4420166015625,83.57683207181375,140.2142928961,5.23727905850731,0.0,228.78268432617188,2.4910967350006104,0
2012,9,20,23,30,0,0,0,0,0,0,24,26.54965854038386,1004.1091918945312,86.8983386041934,150.23397720206054,5.191566298187414,0.0,229.2753143310547,2.6752214431762695,0
2012,9,21,0,30,0,0,0,0,0,0,24,26.042092938987935,1003.7496948242188,90.32855622453914,155.24945325061154,5.139574637944204,0.0,231.19459533691406,2.800431489944458,0
2012,9,21,1,30,0,0,0,0,0,0,24,25.578597073966023,1003.5978393554688,93.36035952154653,152.36932372976958,5.074845666178825,0.0,233.7232666015625,2.868845224380493,0
2012,9,21,2,30,0,0,0,0,0,0,24,25.231614388114565,1003.1426391601562,95.47286415183424,143.4202953379509,4.988784900004068,0.0,237.6785430908203,2.835768699645996,0
2012,9,21,3,30,0,0,0,0,0,0,24,24.912375291021192,1003.1696166992188,97.20284285732015,131.6838880777878,4.931844215040666,0.0,241.2968292236328,2.7803502082824707,0
2012,9,21,4,30,0,0,0,0,0,0,24,24.734161650996384,1003.61279296875,98.31606037426053,118.77346620776946,4.875111543815436,0.0,243.3019256591797,2.7454211711883545,0
2012,9,21,5,30,0,0,0,0,0,0,24,24.655472978538512,1004.2933959960938,98.539634204832,105.33971804106797,4.828953364686647,0.0,244.44259643554688,2.706402540206909,0
2012,9,21,6,30,0,0,0,0,0,0,24,24.891235351562443,1004.9404296875,97.19002074510661,91.68426583027171,4.792294748852696,0.0,245.2307891845703,2.5894615650177,0
2012,9,21,7,30,95,65,109,84,194,124,24,25.87032424579479,1005.6435546875,92.80741661454233,77.9905524456353,4.769551661183534,0.0,246.17303466796875,2.5267863273620605,0
2012,9,21,8,30,197,146,261,153,434,341,25,28.027194610244464,1006.298828125,84.91000438469841,64.42932710157756,4.774300111043555,0.0,248.24676513671875,2.5861270427703857,0
2012,9,21,9,30,241,446,521,193,572,551,25,29.833429666635368,1006.5244140625,78.57466257106425,51.241853869433946,4.769310600690686,0.0,247.84010314941406,2.4075372219085693,0
2012,9,21,10,30,238,623,723,218,650,724,25,30.969518553322814,1005.9711303710938,73.72572080116123,38.918806697301534,4.760584665986797,0.0,245.78900146484375,2.205688953399658,0
2012,9,21,11,30,232,692,839,232,692,839,25,31.576899115110507,1005.5100708007812,71.83049557491816,28.68648509317083,4.749744649712027,0.0,246.5865020751953,2.0848867893218994,0
2012,9,21,12,30,237,706,886,237,706,886,25,31.85663248071529,1004.626953125,70.79564745731865,23.518950839182793,4.781282608555284,0.0,251.6675567626953,2.017587900161743,0
2012,9,21,13,30,234,698,859,234,698,859,25,31.668799897598376,1003.598876953125,70.8745775090824,26.577465848838656,4.845367291448314,0.0,259.1680908203125,1.938753604888916,0
2012,9,21,14,30,222,663,761,222,663,761,25,31.272649566923064,1002.8525390625,71.52797252729368,35.8063996691094,4.930482293115769,0.0,272.1559143066406,1.8566840887069702,0
2012,9,21,15,30,201,596,602,201,596,602,25,30.82672461615084,1002.4059448242188,72.30403268085452,47.73144270622519,5.02894480176917,0.0,285.6226806640625,1.760231852531433,0
2012,9,21,16,30,166,479,400,166,479,400,25,30.317423319574857,1002.5774536132812,73.74226124901196,60.752536356113,5.110797833810452,0.0,294.28076171875,1.5884618759155273,0
2012,9,21,17,30,113,232,176,107,271,181,25,29.753105492303177,1002.7745361328125,76.87504075314655,74.24836813653503,5.1726488923673255,0.0,295.75189208984375,1.2611087560653687,0
2012,9,21,18,30,2,0,2,8,4,8,26,28.953260845814782,1003.3935546875,84.30350026539257,87.93192633562059,5.179804800898431,0.0,286.57989501953125,0.8513554930686951,0
2012,9,21,19,30,0,0,0,0,0,0,25,28.461772927936806,1003.5965576171875,81.9823032105655,101.63232632728678,5.1559575873020975,0.0,244.71517944335938,0.6039127707481384,0
2012,9,21,20,30,0,0,0,0,0,0,25,28.23120638132707,1004.19287109375,83.30836796587123,115.17347509799443,5.116340915356088,0.0,207.02236938476562,0.9249282479286194,0
2012,9,21,21,30,0,0,0,0,0,0,23,27.89513055157647,1004.7544555664062,78.18295159624688,128.30892165377674,5.087327099175531,0.0,200.17428588867188,1.4137593507766724,0
2012,9,21,22,30,0,0,0,0,0,0,24,27.476130690452237,1004.6690673828125,83.02308068357289,140.53353355745938,5.06146461938733,0.0,204.04371643066406,1.824339747428894,0
2012,9,21,23,30,0,0,0,0,0,0,24,27.0833452528056,1004.4288940429688,85.2757616590534,150.60824099701148,5.032712172795474,0.0,212.3921661376953,2.1067750453948975,0
2012,9,22,0,30,0,0,0,0,0,0,24,26.634466681398862,1004.5115356445312,87.49293201229801,155.64423260103328,4.994584240319367,0.0,222.720703125,2.294900417327881,0
2012,9,22,1,30,0,0,0,0,0,0,24,26.207943060486002,1004.0682373046875,89.747786733514,152.67911989729043,4.946188835161195,0.0,233.10409545898438,2.413590669631958,0
2012,9,22,2,30,0,0,0,0,0,0,24,25.737915807438696,1003.6846923828125,92.4679227985522,143.62695427791465,4.901817311957256,0.0,241.5820770263672,2.5672502517700195,0
2012,9,22,3,30,0,0,0,0,0,0,24,25.29029174310915,1003.6219482421875,95.02435883969677,131.82490880529653,4.87137166876177,0.0,248.06150817871094,2.7262847423553467,0
2012,9,22,4,30,0,0,0,0,0,0,24,24.892138674218472,1004.3019409179688,97.43697047819292,118.87754436657971,4.86629330564346,0.0,253.5481719970703,2.831543207168579,0
2012,9,22,5,30,0,0,0,0,0,0,24,24.603896368120786,1004.980224609375,98.92074715636234,105.42451515768084,4.881552177386207,0.0,258.46673583984375,2.910980463027954,0
2012,9,22,6,30,0,0,0,0,0,0,24,24.876037519436125,1006.040283203125,96.91041131934413,91.76188236086135,4.905589752918409,0.0,263.29705810546875,2.9414005279541016,0
2012,9,22,7,30,83,64,97,83,191,123,24,25.802909442813643,1006.82373046875,92.69598567587562,78.07123409745638,4.932346510716616,0.0,267.8295593261719,2.899197578430176,0
2012,9,22,8,30,152,432,339,152,432,339,25,27.82266693666105,1007.5570068359375,85.40151549419971,64.52431466813121,4.964966547168284,0.0,272.1599426269531,3.0768187046051025,0
2012,9,22,9,30,249,399,499,193,570,549,25,29.487416014332496,1007.8348388671875,79.95508880427174,51.3667399315088,4.9678266103038915,0.0,275.5599670410156,3.039902687072754,0
2012,9,22,10,30,212,640,709,218,648,721,25,30.603682953668283,1007.3865966796875,75.90124930006293,39.09893214100892,4.962044729634032,0.0,279.6627197265625,2.983255386352539,0
2012,9,22,11,30,240,666,823,232,690,835,25,31.19885491339147,1006.80029296875,73.54717330992672,28.96099249537619,4.951034365828814,0.0,283.42169189453125,3.005563497543335,0
2012,9,22,12,30,237,704,881,237,704,881,25,31.508086598421357,1005.6345825195312,72.23050931481708,23.899615149349174,4.962669228902428,0.0,286.6240234375,2.9805383682250977,0
2012,9,22,13,30,234,696,855,234,696,855,25,31.508786677551825,1005.0267944335938,71.11212534744253,26.964012699179364,4.969669795346941,0.0,290.63800048828125,2.953794479370117,0
2012,9,22,14,30,222,662,757,222,662,757,25,31.315014392818227,1004.3973388671875,70.04986642541637,36.13673379273468,4.9739098046515835,0.0,295.0947265625,2.846359968185425,0
2012,9,22,15,30,200,595,599,200,595,599,24,31.00420106170668,1004.0517578125,70.11937817328277,48.01656204052374,4.974720339427926,0.0,294.6190185546875,2.50187087059021,0
2012,9,22,16,30,165,477,396,165,477,396,24,30.63819881184469,1004.0217895507812,70.64924068555855,61.010323521730015,4.933756927659096,0.0,285.755126953125,2.05641508102417,0
