2000,1,1,0,0,3.736798048
2000,1,1,1,0,3.702789068
2000,1,1,2,0,3.614094734
2000,1,1,3,0,3.487339973
2000,1,1,4,0,3.319649696
2000,1,1,5,0,2.417165041
2000,1,1,6,0,2.547561407
2000,1,1,7,0,2.647270203
2000,1,1,8,142,2.350661516
2000,1,1,9,334,1.614910364
2000,1,1,10,489,1.43291676
2000,1,1,11,609,1.453877807
2000,1,1,12,659,1.189830661
2000,1,1,13,665,0.992080748
2000,1,1,14,575,0.752565444
2000,1,1,15,454,0.415519983
2000,1,1,16,276,0.164620653
2000,1,1,17,56,1.07245028
2000,1,1,18,0,1.936311126
2000,1,1,19,0,2.683895111
2000,1,1,20,0,3.198311567
2000,1,1,21,0,3.511839628
2000,1,1,22,0,3.686446428
2000,1,1,23,0,3.716808796
2000,1,2,0,0,3.620753765
2000,1,2,1,0,3.494169235
2000,1,2,2,0,3.495140076
2000,1,2,3,0,3.467851162
2000,1,2,4,0,3.336570024
2000,1,2,5,0,3.201516867
2000,1,2,6,0,3.148572683
2000,1,2,7,0,3.180374146
2000,1,2,8,146,2.684937
2000,1,2,9,347,2.071278334
2000,1,2,10,521,2.278506517
2000,1,2,11,644,2.01106596
2000,1,2,12,701,1.491190672
2000,1,2,13,688,0.973587275
2000,1,2,14,605,0.494320214
2000,1,2,15,461,0.401662141
2000,1,2,16,274,0.898347855
2000,1,2,17,65,1.882841706
2000,1,2,18,0,2.857727289
2000,1,2,19,0,3.542670012
2000,1,2,20,0,3.806515217
2000,1,2,21,0,3.939059973
2000,1,2,22,0,4.001506805
2000,1,2,23,0,3.978826284
2000,1,3,0,0,3.906766415
2000,1,3,1,0,3.796810865
2000,1,3,2,0,3.578487873
2000,1,3,3,0,3.30942297
2000,1,3,4,0,3.05615449
2000,1,3,5,0,2.828784466
2000,1,3,6,0,2.641855478
2000,1,3,7,0,2.468834639
2000,1,3,8,145,1.939393878
2000,1,3,9,351,1.297440171
2000,1,3,10,527,1.031471729
2000,1,3,11,652,0.558453619
2000,1,3,12,711,0.52974546
2000,1,3,13,699,0.892682612
2000,1,3,14,616,1.334083915
2000,1,3,15,472,1.767787933
2000,1,3,16,282,2.205204964
2000,1,3,17,68,2.916670561
2000,1,3,18,0,3.524726868
2000,1,3,19,0,3.799253702
2000,1,3,20,0,3.690762758
2000,1,3,21,0,3.529816866
2000,1,3,22,0,3.383721352
2000,1,3,23,0,3.245437145
2000,1,4,0,0,3.10337615
2000,1,4,1,0,2.959672451
2000,1,4,2,0,2.770337105
2000,1,4,3,0,2.533404827
